"sales_key","order_id","customer_key","product_key","order_date_key","quantity","unit_price","discount_rate","gross_sales","discount_amount","net_revenue"
12013,"ORD0012013",2361,315,20231128,2,37.13,0.00,74.26,0.00,74.26
12014,"ORD0012014",8471,623,20250520,3,42.92,0.00,128.76,0.00,128.76
12015,"ORD0012015",3004,62,20240411,1,332.93,0.00,332.93,0.00,332.93
12016,"ORD0012016",4940,852,20241208,2,49.23,0.10,98.46,9.85,88.61
12017,"ORD0012017",4508,32,20230904,2,8.25,0.15,16.50,2.48,14.02
12018,"ORD0012018",272,173,20231006,3,476.17,0.00,1428.51,0.00,1428.51
12019,"ORD0012019",8940,23,20250609,2,14.22,0.15,28.44,4.27,24.17
12020,"ORD0012020",2552,74,20240727,5,10.65,0.10,53.25,5.33,47.92
12021,"ORD0012021",1906,461,20250504,2,319.16,0.00,638.32,0.00,638.32
12022,"ORD0012022",7271,811,20240419,3,294.98,0.00,884.94,0.00,884.94
12023,"ORD0012023",6262,985,20240929,1,33.53,0.00,33.53,0.00,33.53
12024,"ORD0012024",1960,902,20250531,2,40.08,0.00,80.16,0.00,80.16
12025,"ORD0012025",2612,686,20250227,2,649.68,0.05,1299.36,64.97,1234.39
12026,"ORD0012026",7077,1000,20241029,2,53.64,0.10,107.28,10.73,96.55
12027,"ORD0012027",6312,558,20240703,4,1558.35,0.00,6233.40,0.00,6233.40
12028,"ORD0012028",7145,306,20250118,5,169.22,0.00,846.10,0.00,846.10
12029,"ORD0012029",9023,133,20240727,2,170.02,0.05,340.04,17.00,323.04
12030,"ORD0012030",5391,319,20231210,3,278.68,0.00,836.04,0.00,836.04
12031,"ORD0012031",1299,179,20240906,5,44.58,0.00,222.90,0.00,222.90
12032,"ORD0012032",1387,997,20230319,3,696.22,0.05,2088.66,104.43,1984.23
12033,"ORD0012033",3004,809,20230411,1,145.43,0.00,145.43,0.00,145.43
12034,"ORD0012034",9605,788,20250615,5,25.68,0.15,128.40,19.26,109.14
12035,"ORD0012035",3085,647,20230729,2,45.93,0.00,91.86,0.00,91.86
12036,"ORD0012036",1807,727,20250129,2,77.98,0.05,155.96,7.80,148.16
12037,"ORD0012037",1914,57,20250406,5,73.86,0.05,369.30,18.47,350.83
12038,"ORD0012038",1422,908,20240304,1,258.61,0.00,258.61,0.00,258.61
12039,"ORD0012039",7973,881,20231105,2,112.46,0.00,224.92,0.00,224.92
12040,"ORD0012040",2531,742,20240510,5,82.87,0.05,414.35,20.72,393.63
12041,"ORD0012041",5670,979,20241121,4,319.78,0.05,1279.12,63.96,1215.16
12042,"ORD0012042",9231,208,20251006,2,329.05,0.00,658.10,0.00,658.10
12043,"ORD0012043",1683,114,20250806,3,49.01,0.00,147.03,0.00,147.03
12044,"ORD0012044",175,646,20250115,2,48.98,0.00,97.96,0.00,97.96
12045,"ORD0012045",7328,997,20240922,2,696.22,0.00,1392.44,0.00,1392.44
12046,"ORD0012046",6394,603,20250610,1,10.85,0.05,10.85,0.54,10.31
12047,"ORD0012047",6277,516,20241124,1,44.72,0.05,44.72,2.24,42.48
12048,"ORD0012048",5776,923,20231102,1,161.67,0.05,161.67,8.08,153.59
12049,"ORD0012049",5952,659,20230927,3,331.73,0.00,995.19,0.00,995.19
12050,"ORD0012050",2843,157,20250228,1,55.82,0.00,55.82,0.00,55.82
12051,"ORD0012051",2312,242,20241010,3,88.97,0.05,266.91,13.35,253.56
12052,"ORD0012052",3728,705,20240503,3,211.02,0.10,633.06,63.31,569.75
12053,"ORD0012053",9238,463,20230329,6,40.33,0.10,241.98,24.20,217.78
12054,"ORD0012054",9830,316,20250322,5,383.31,0.00,1916.55,0.00,1916.55
12055,"ORD0012055",5136,359,20240222,2,407.97,0.05,815.94,40.80,775.14
12056,"ORD0012056",6704,809,20250518,3,145.43,0.00,436.29,0.00,436.29
12057,"ORD0012057",9352,605,20240622,3,78.39,0.00,235.17,0.00,235.17
12058,"ORD0012058",6452,895,20251102,6,111.72,0.10,670.32,67.03,603.29
12059,"ORD0012059",2104,201,20240110,1,52.00,0.10,52.00,5.20,46.80
12060,"ORD0012060",8698,618,20250321,1,62.17,0.15,62.17,9.33,52.84
12061,"ORD0012061",3243,489,20250426,3,44.27,0.00,132.81,0.00,132.81
12062,"ORD0012062",8640,876,20250219,10,18.34,0.15,183.40,27.51,155.89
12063,"ORD0012063",4434,166,20250620,1,11.80,0.05,11.80,0.59,11.21
12064,"ORD0012064",5146,862,20240405,1,37.78,0.00,37.78,0.00,37.78
12065,"ORD0012065",9348,607,20240819,4,43.68,0.00,174.72,0.00,174.72
12066,"ORD0012066",4432,768,20250729,3,54.05,0.00,162.15,0.00,162.15
12067,"ORD0012067",1241,61,20241111,8,46.86,0.00,374.88,0.00,374.88
12068,"ORD0012068",1508,457,20250724,4,87.98,0.05,351.92,17.60,334.32
12069,"ORD0012069",5019,237,20250701,2,62.65,0.00,125.30,0.00,125.30
12070,"ORD0012070",7740,932,20250928,2,14.79,0.00,29.58,0.00,29.58
12071,"ORD0012071",1310,847,20250327,8,52.23,0.00,417.84,0.00,417.84
12072,"ORD0012072",11,215,20250402,2,27.79,0.10,55.58,5.56,50.02
12073,"ORD0012073",5289,302,20230922,1,148.70,0.00,148.70,0.00,148.70
12074,"ORD0012074",1494,493,20240212,2,337.95,0.00,675.90,0.00,675.90
12075,"ORD0012075",7926,444,20250710,1,577.60,0.10,577.60,57.76,519.84
12076,"ORD0012076",8315,582,20240727,1,547.66,0.00,547.66,0.00,547.66
12077,"ORD0012077",5874,101,20241123,3,117.53,0.00,352.59,0.00,352.59
12078,"ORD0012078",8884,73,20250729,3,198.06,0.15,594.18,89.13,505.05
12079,"ORD0012079",967,382,20250112,1,3.34,0.00,3.34,0.00,3.34
12080,"ORD0012080",9764,170,20230912,6,323.11,0.05,1938.66,96.93,1841.73
12081,"ORD0012081",9922,885,20240623,3,270.36,0.05,811.08,40.55,770.53
12082,"ORD0012082",2263,96,20241111,2,140.41,0.00,280.82,0.00,280.82
12083,"ORD0012083",5188,774,20241019,4,969.54,0.05,3878.16,193.91,3684.25
12084,"ORD0012084",7828,961,20240613,8,868.50,0.00,6948.00,0.00,6948.00
12085,"ORD0012085",4639,74,20250715,1,10.65,0.00,10.65,0.00,10.65
12086,"ORD0012086",8773,436,20231030,1,435.53,0.10,435.53,43.55,391.98
12087,"ORD0012087",6719,746,20230913,2,155.38,0.05,310.76,15.54,295.22
12088,"ORD0012088",8949,422,20240315,3,186.80,0.00,560.40,0.00,560.40
12089,"ORD0012089",1581,521,20250825,2,58.62,0.05,117.24,5.86,111.38
12090,"ORD0012090",7585,178,20240219,1,67.82,0.00,67.82,0.00,67.82
12091,"ORD0012091",2931,243,20240916,1,77.78,0.15,77.78,11.67,66.11
12092,"ORD0012092",8134,104,20240714,2,658.46,0.00,1316.92,0.00,1316.92
12093,"ORD0012093",5784,673,20240808,4,198.57,0.05,794.28,39.71,754.57
12094,"ORD0012094",4180,728,20240704,1,39.97,0.00,39.97,0.00,39.97
12095,"ORD0012095",1702,331,20240615,1,1046.57,0.05,1046.57,52.33,994.24
12096,"ORD0012096",1098,590,20250912,6,25.62,0.05,153.72,7.69,146.03
12097,"ORD0012097",2562,294,20231121,2,471.18,0.00,942.36,0.00,942.36
12098,"ORD0012098",2375,20,20250721,1,169.64,0.00,169.64,0.00,169.64
12099,"ORD0012099",5874,481,20240314,2,200.44,0.00,400.88,0.00,400.88
12100,"ORD0012100",9454,675,20250915,1,99.18,0.00,99.18,0.00,99.18
12101,"ORD0012101",3863,839,20240901,4,47.68,0.10,190.72,19.07,171.65
12102,"ORD0012102",7301,89,20240713,1,28.28,0.20,28.28,5.66,22.62
12103,"ORD0012103",7499,670,20240124,2,1263.61,0.00,2527.22,0.00,2527.22
12104,"ORD0012104",4243,163,20250428,1,26.05,0.00,26.05,0.00,26.05
12105,"ORD0012105",9378,56,20250507,1,1172.37,0.10,1172.37,117.24,1055.13
12106,"ORD0012106",6825,193,20240315,1,61.13,0.00,61.13,0.00,61.13
12107,"ORD0012107",9629,102,20250309,10,71.01,0.00,710.10,0.00,710.10
12108,"ORD0012108",7448,285,20240101,1,2.92,0.00,2.92,0.00,2.92
12109,"ORD0012109",4716,229,20250331,3,58.64,0.00,175.92,0.00,175.92
12110,"ORD0012110",2202,449,20240428,3,98.44,0.15,295.32,44.30,251.02
12111,"ORD0012111",8504,726,20240204,2,133.49,0.00,266.98,0.00,266.98
12112,"ORD0012112",8438,281,20240503,1,22.61,0.20,22.61,4.52,18.09
12113,"ORD0012113",1029,777,20230326,4,13.14,0.00,52.56,0.00,52.56
12114,"ORD0012114",2790,666,20240501,2,309.98,0.00,619.96,0.00,619.96
12115,"ORD0012115",9805,962,20230621,4,205.43,0.00,821.72,0.00,821.72
12116,"ORD0012116",480,970,20240529,2,733.72,0.00,1467.44,0.00,1467.44
12117,"ORD0012117",7994,657,20230427,3,283.58,0.00,850.74,0.00,850.74
12118,"ORD0012118",7082,69,20240521,2,71.60,0.00,143.20,0.00,143.20
12119,"ORD0012119",2196,715,20230822,2,23.94,0.20,47.88,9.58,38.30
12120,"ORD0012120",1442,862,20231017,2,37.78,0.00,75.56,0.00,75.56
12121,"ORD0012121",8317,402,20240913,4,315.18,0.00,1260.72,0.00,1260.72
12122,"ORD0012122",2443,544,20231220,3,77.54,0.00,232.62,0.00,232.62
12123,"ORD0012123",9995,855,20240926,3,21.71,0.00,65.13,0.00,65.13
12124,"ORD0012124",3169,577,20240515,1,19.84,0.00,19.84,0.00,19.84
12125,"ORD0012125",7474,401,20250721,1,104.66,0.15,104.66,15.70,88.96
12126,"ORD0012126",5178,992,20250208,1,290.63,0.10,290.63,29.06,261.57
12127,"ORD0012127",2219,362,20240917,4,29.81,0.00,119.24,0.00,119.24
12128,"ORD0012128",4389,689,20231228,2,1194.29,0.15,2388.58,358.29,2030.29
12129,"ORD0012129",6583,810,20250602,3,76.00,0.00,228.00,0.00,228.00
12130,"ORD0012130",7060,802,20230510,1,608.31,0.05,608.31,30.42,577.89
12131,"ORD0012131",6054,257,20240409,1,82.63,0.00,82.63,0.00,82.63
12132,"ORD0012132",8959,787,20250115,3,470.05,0.00,1410.15,0.00,1410.15
12133,"ORD0012133",7909,55,20240413,10,148.79,0.10,1487.90,148.79,1339.11
12134,"ORD0012134",4082,492,20250619,3,123.40,0.10,370.20,37.02,333.18
12135,"ORD0012135",9495,312,20241030,1,485.73,0.15,485.73,72.86,412.87
12136,"ORD0012136",6149,934,20230609,3,405.72,0.10,1217.16,121.72,1095.44
12137,"ORD0012137",959,902,20230814,3,40.08,0.15,120.24,18.04,102.20
12138,"ORD0012138",8065,836,20230718,3,15.30,0.05,45.90,2.30,43.60
12139,"ORD0012139",2361,622,20250102,2,472.24,0.15,944.48,141.67,802.81
12140,"ORD0012140",7500,815,20240703,4,26.72,0.05,106.88,5.34,101.54
12141,"ORD0012141",7563,291,20230906,1,55.18,0.00,55.18,0.00,55.18
12142,"ORD0012142",6041,969,20230531,3,65.24,0.00,195.72,0.00,195.72
12143,"ORD0012143",3484,416,20240614,3,1128.01,0.05,3384.03,169.20,3214.83
12144,"ORD0012144",3373,325,20240805,1,262.47,0.00,262.47,0.00,262.47
12145,"ORD0012145",7260,289,20240216,6,113.89,0.10,683.34,68.33,615.01
12146,"ORD0012146",8062,900,20230831,1,89.74,0.10,89.74,8.97,80.77
12147,"ORD0012147",4916,561,20241215,6,692.16,0.05,4152.96,207.65,3945.31
12148,"ORD0012148",1355,801,20250805,3,94.06,0.00,282.18,0.00,282.18
12149,"ORD0012149",3514,877,20251011,6,517.39,0.00,3104.34,0.00,3104.34
12150,"ORD0012150",1391,532,20240515,1,124.99,0.00,124.99,0.00,124.99
12151,"ORD0012151",1671,231,20231108,1,229.57,0.00,229.57,0.00,229.57
12152,"ORD0012152",9400,828,20240629,3,294.42,0.10,883.26,88.33,794.93
12153,"ORD0012153",7259,681,20240424,3,76.19,0.05,228.57,11.43,217.14
12154,"ORD0012154",3814,280,20230517,1,254.67,0.10,254.67,25.47,229.20
12155,"ORD0012155",9995,20,20231215,3,169.64,0.10,508.92,50.89,458.03
12156,"ORD0012156",3498,897,20251120,2,12.69,0.00,25.38,0.00,25.38
12157,"ORD0012157",4891,631,20250527,4,73.78,0.00,295.12,0.00,295.12
12158,"ORD0012158",9190,110,20250223,3,141.12,0.05,423.36,21.17,402.19
12159,"ORD0012159",4440,606,20240713,3,26.80,0.00,80.40,0.00,80.40
12160,"ORD0012160",5493,645,20241217,2,55.18,0.05,110.36,5.52,104.84
12161,"ORD0012161",1496,606,20250702,1,26.80,0.00,26.80,0.00,26.80
12162,"ORD0012162",2650,606,20250104,2,26.80,0.00,53.60,0.00,53.60
12163,"ORD0012163",3000,757,20240916,1,172.44,0.05,172.44,8.62,163.82
12164,"ORD0012164",8640,82,20250814,4,51.47,0.00,205.88,0.00,205.88
12165,"ORD0012165",5534,108,20230905,3,337.73,0.05,1013.19,50.66,962.53
12166,"ORD0012166",2933,512,20241130,3,126.41,0.00,379.23,0.00,379.23
12167,"ORD0012167",9235,867,20250322,3,568.98,0.05,1706.94,85.35,1621.59
12168,"ORD0012168",896,536,20230726,2,11.39,0.00,22.78,0.00,22.78
12169,"ORD0012169",9309,759,20231001,3,94.73,0.00,284.19,0.00,284.19
12170,"ORD0012170",5391,459,20241202,1,91.20,0.15,91.20,13.68,77.52
12171,"ORD0012171",4831,711,20250528,2,22.23,0.05,44.46,2.22,42.24
12172,"ORD0012172",1217,698,20250702,1,544.42,0.00,544.42,0.00,544.42
12173,"ORD0012173",5665,868,20240228,1,61.92,0.00,61.92,0.00,61.92
12174,"ORD0012174",5730,434,20231029,4,41.78,0.10,167.12,16.71,150.41
12175,"ORD0012175",823,444,20240606,2,577.60,0.00,1155.20,0.00,1155.20
12176,"ORD0012176",2293,692,20240220,1,445.94,0.05,445.94,22.30,423.64
12177,"ORD0012177",2258,921,20241013,2,49.03,0.00,98.06,0.00,98.06
12178,"ORD0012178",2856,505,20250605,2,11.89,0.10,23.78,2.38,21.40
12179,"ORD0012179",9567,560,20230724,6,368.59,0.00,2211.54,0.00,2211.54
12180,"ORD0012180",973,122,20230418,4,142.06,0.05,568.24,28.41,539.83
12181,"ORD0012181",9285,564,20230806,2,23.14,0.00,46.28,0.00,46.28
12182,"ORD0012182",2825,207,20240429,5,26.44,0.15,132.20,19.83,112.37
12183,"ORD0012183",5902,954,20250908,4,146.42,0.10,585.68,58.57,527.11
12184,"ORD0012184",6695,150,20241117,3,110.31,0.05,330.93,16.55,314.38
12185,"ORD0012185",682,375,20250330,1,673.97,0.00,673.97,0.00,673.97
12186,"ORD0012186",4038,307,20240906,3,1494.21,0.10,4482.63,448.26,4034.37
12187,"ORD0012187",3521,68,20250907,6,401.30,0.10,2407.80,240.78,2167.02
12188,"ORD0012188",5678,346,20231130,3,100.10,0.15,300.30,45.05,255.25
12189,"ORD0012189",9150,296,20240710,1,74.05,0.15,74.05,11.11,62.94
12190,"ORD0012190",7718,86,20241213,2,136.45,0.05,272.90,13.65,259.25
12191,"ORD0012191",3438,963,20250812,1,913.95,0.00,913.95,0.00,913.95
12192,"ORD0012192",837,527,20231028,1,164.32,0.10,164.32,16.43,147.89
12193,"ORD0012193",2368,571,20250606,4,260.73,0.00,1042.92,0.00,1042.92
12194,"ORD0012194",3309,109,20240929,1,94.80,0.00,94.80,0.00,94.80
12195,"ORD0012195",4261,657,20230716,4,283.58,0.00,1134.32,0.00,1134.32
12196,"ORD0012196",7684,390,20241029,2,169.40,0.05,338.80,16.94,321.86
12197,"ORD0012197",2804,788,20250723,8,25.68,0.10,205.44,20.54,184.90
12198,"ORD0012198",5028,865,20241023,4,103.90,0.00,415.60,0.00,415.60
12199,"ORD0012199",8839,205,20240628,6,240.52,0.00,1443.12,0.00,1443.12
12200,"ORD0012200",2661,57,20250120,3,73.86,0.05,221.58,11.08,210.50
12201,"ORD0012201",6838,329,20250603,2,268.07,0.00,536.14,0.00,536.14
12202,"ORD0012202",5986,259,20231216,1,83.39,0.05,83.39,4.17,79.22
12203,"ORD0012203",7561,414,20240802,4,55.45,0.10,221.80,22.18,199.62
12204,"ORD0012204",654,464,20250717,6,209.17,0.00,1255.02,0.00,1255.02
12205,"ORD0012205",5618,675,20240428,4,99.18,0.00,396.72,0.00,396.72
12206,"ORD0012206",7952,975,20231210,1,53.17,0.00,53.17,0.00,53.17
12207,"ORD0012207",4350,325,20231006,3,262.47,0.00,787.41,0.00,787.41
12208,"ORD0012208",2024,144,20240404,2,83.79,0.00,167.58,0.00,167.58
12209,"ORD0012209",2002,801,20240617,2,94.06,0.20,188.12,37.62,150.50
12210,"ORD0012210",5289,780,20250522,3,80.27,0.05,240.81,12.04,228.77
12211,"ORD0012211",3931,988,20240320,1,61.06,0.00,61.06,0.00,61.06
12212,"ORD0012212",3042,395,20241115,6,106.79,0.05,640.74,32.04,608.70
12213,"ORD0012213",8880,628,20250403,3,51.86,0.05,155.58,7.78,147.80
12214,"ORD0012214",5765,688,20240425,2,11.70,0.00,23.40,0.00,23.40
12215,"ORD0012215",8381,634,20240616,3,23.76,0.00,71.28,0.00,71.28
12216,"ORD0012216",6363,98,20250515,2,856.30,0.15,1712.60,256.89,1455.71
12217,"ORD0012217",9400,833,20250420,1,55.32,0.10,55.32,5.53,49.79
12218,"ORD0012218",6009,650,20240222,2,42.48,0.05,84.96,4.25,80.71
12219,"ORD0012219",3569,362,20250427,1,29.81,0.00,29.81,0.00,29.81
12220,"ORD0012220",9015,47,20240702,1,86.87,0.00,86.87,0.00,86.87
12221,"ORD0012221",6497,561,20250311,6,692.16,0.20,4152.96,830.59,3322.37
12222,"ORD0012222",1041,356,20240526,1,828.52,0.00,828.52,0.00,828.52
12223,"ORD0012223",1093,150,20240323,4,110.31,0.00,441.24,0.00,441.24
12224,"ORD0012224",6396,278,20241117,4,27.77,0.10,111.08,11.11,99.97
12225,"ORD0012225",1817,965,20240303,1,12.80,0.00,12.80,0.00,12.80
12226,"ORD0012226",3025,227,20240515,3,142.94,0.00,428.82,0.00,428.82
12227,"ORD0012227",2537,456,20250505,3,155.82,0.10,467.46,46.75,420.71
12228,"ORD0012228",753,549,20251009,4,393.64,0.05,1574.56,78.73,1495.83
12229,"ORD0012229",9490,979,20251018,1,319.78,0.00,319.78,0.00,319.78
12230,"ORD0012230",3771,208,20240607,1,329.05,0.00,329.05,0.00,329.05
12231,"ORD0012231",3238,924,20240813,2,225.48,0.00,450.96,0.00,450.96
12232,"ORD0012232",7612,477,20241205,2,20.85,0.00,41.70,0.00,41.70
12233,"ORD0012233",8640,845,20250530,2,15.52,0.00,31.04,0.00,31.04
12234,"ORD0012234",1726,3,20250723,1,133.91,0.05,133.91,6.70,127.21
12235,"ORD0012235",2602,896,20240124,5,378.54,0.05,1892.70,94.64,1798.06
12236,"ORD0012236",1581,189,20250615,3,128.30,0.05,384.90,19.25,365.65
12237,"ORD0012237",4405,433,20231012,3,160.42,0.00,481.26,0.00,481.26
12238,"ORD0012238",1480,577,20241222,1,19.84,0.15,19.84,2.98,16.86
12239,"ORD0012239",7082,155,20250127,4,587.59,0.00,2350.36,0.00,2350.36
12240,"ORD0012240",1806,973,20250408,2,1333.18,0.05,2666.36,133.32,2533.04
12241,"ORD0012241",62,729,20240821,8,119.75,0.00,958.00,0.00,958.00
12242,"ORD0012242",6517,453,20230805,4,248.96,0.00,995.84,0.00,995.84
12243,"ORD0012243",8286,122,20240511,1,142.06,0.10,142.06,14.21,127.85
12244,"ORD0012244",5274,742,20240113,1,82.87,0.05,82.87,4.14,78.73
12245,"ORD0012245",8059,878,20240531,4,14.79,0.00,59.16,0.00,59.16
12246,"ORD0012246",9713,186,20250628,2,178.23,0.05,356.46,17.82,338.64
12247,"ORD0012247",1513,133,20250711,8,170.02,0.00,1360.16,0.00,1360.16
12248,"ORD0012248",5419,140,20230228,3,25.71,0.10,77.13,7.71,69.42
12249,"ORD0012249",8469,42,20231118,1,562.57,0.00,562.57,0.00,562.57
12250,"ORD0012250",6151,475,20250804,3,19.31,0.00,57.93,0.00,57.93
12251,"ORD0012251",2928,281,20241031,2,22.61,0.10,45.22,4.52,40.70
12252,"ORD0012252",3814,664,20231231,1,68.65,0.00,68.65,0.00,68.65
12253,"ORD0012253",2531,961,20250705,3,868.50,0.05,2605.50,130.28,2475.22
12254,"ORD0012254",3393,220,20240105,5,234.43,0.15,1172.15,175.82,996.33
12255,"ORD0012255",7014,247,20250204,4,151.00,0.00,604.00,0.00,604.00
12256,"ORD0012256",6486,683,20250927,3,352.28,0.00,1056.84,0.00,1056.84
12257,"ORD0012257",9940,794,20241129,1,104.95,0.00,104.95,0.00,104.95
12258,"ORD0012258",6215,808,20250126,4,158.58,0.10,634.32,63.43,570.89
12259,"ORD0012259",4566,920,20250812,3,283.11,0.00,849.33,0.00,849.33
12260,"ORD0012260",3178,519,20240310,2,22.14,0.10,44.28,4.43,39.85
12261,"ORD0012261",7607,529,20241130,5,125.55,0.00,627.75,0.00,627.75
12262,"ORD0012262",2170,736,20240530,2,10.36,0.00,20.72,0.00,20.72
12263,"ORD0012263",272,841,20240930,6,42.25,0.00,253.50,0.00,253.50
12264,"ORD0012264",2408,267,20240419,1,48.58,0.00,48.58,0.00,48.58
12265,"ORD0012265",8827,876,20250621,1,18.34,0.00,18.34,0.00,18.34
12266,"ORD0012266",6426,909,20240820,1,106.69,0.00,106.69,0.00,106.69
12267,"ORD0012267",3800,966,20240213,1,305.74,0.05,305.74,15.29,290.45
12268,"ORD0012268",3607,430,20250322,2,44.82,0.00,89.64,0.00,89.64
12269,"ORD0012269",5289,598,20241226,2,485.57,0.00,971.14,0.00,971.14
12270,"ORD0012270",903,457,20251102,1,87.98,0.05,87.98,4.40,83.58
12271,"ORD0012271",32,784,20250318,1,147.79,0.00,147.79,0.00,147.79
12272,"ORD0012272",1750,599,20251010,1,117.66,0.15,117.66,17.65,100.01
12273,"ORD0012273",4449,440,20231001,1,22.69,0.15,22.69,3.40,19.29
12274,"ORD0012274",1290,892,20250928,8,45.40,0.15,363.20,54.48,308.72
12275,"ORD0012275",7095,463,20230912,3,40.33,0.05,120.99,6.05,114.94
12276,"ORD0012276",85,536,20240203,2,11.39,0.10,22.78,2.28,20.50
12277,"ORD0012277",7174,30,20240614,3,255.61,0.00,766.83,0.00,766.83
12278,"ORD0012278",6306,774,20250207,1,969.54,0.15,969.54,145.43,824.11
12279,"ORD0012279",8538,150,20231106,3,110.31,0.00,330.93,0.00,330.93
12280,"ORD0012280",1006,710,20250810,1,210.56,0.05,210.56,10.53,200.03
12281,"ORD0012281",1405,960,20250406,2,46.95,0.00,93.90,0.00,93.90
12282,"ORD0012282",9178,728,20240406,1,39.97,0.00,39.97,0.00,39.97
12283,"ORD0012283",2926,219,20240905,5,264.76,0.05,1323.80,66.19,1257.61
12284,"ORD0012284",2959,577,20250501,8,19.84,0.15,158.72,23.81,134.91
12285,"ORD0012285",6134,816,20240530,5,20.24,0.00,101.20,0.00,101.20
12286,"ORD0012286",1527,786,20240626,2,332.82,0.05,665.64,33.28,632.36
12287,"ORD0012287",4250,897,20240722,5,12.69,0.00,63.45,0.00,63.45
12288,"ORD0012288",527,40,20240830,3,56.15,0.10,168.45,16.85,151.60
12289,"ORD0012289",9140,324,20250625,1,203.79,0.05,203.79,10.19,193.60
12290,"ORD0012290",2515,915,20250911,1,60.92,0.05,60.92,3.05,57.87
12291,"ORD0012291",3589,703,20241114,2,21.46,0.00,42.92,0.00,42.92
12292,"ORD0012292",1213,274,20240208,1,10.51,0.00,10.51,0.00,10.51
12293,"ORD0012293",6465,90,20240715,1,547.35,0.00,547.35,0.00,547.35
12294,"ORD0012294",9561,978,20241208,3,267.00,0.00,801.00,0.00,801.00
12295,"ORD0012295",2606,588,20251227,1,208.28,0.00,208.28,0.00,208.28
12296,"ORD0012296",8518,147,20250524,1,76.41,0.00,76.41,0.00,76.41
12297,"ORD0012297",1605,917,20240309,6,850.66,0.00,5103.96,0.00,5103.96
12298,"ORD0012298",7324,414,20240601,8,55.45,0.00,443.60,0.00,443.60
12299,"ORD0012299",8917,874,20230620,4,112.28,0.00,449.12,0.00,449.12
12300,"ORD0012300",7008,37,20231109,3,305.68,0.00,917.04,0.00,917.04
12301,"ORD0012301",7499,189,20230401,1,128.30,0.20,128.30,25.66,102.64
12302,"ORD0012302",6303,349,20230425,1,1190.14,0.10,1190.14,119.01,1071.13
12303,"ORD0012303",4146,683,20250520,1,352.28,0.05,352.28,17.61,334.67
12304,"ORD0012304",6733,151,20240911,4,32.48,0.00,129.92,0.00,129.92
12305,"ORD0012305",4133,813,20230923,4,1012.20,0.05,4048.80,202.44,3846.36
12306,"ORD0012306",3874,221,20251219,2,34.33,0.00,68.66,0.00,68.66
12307,"ORD0012307",7740,884,20240203,2,16.38,0.00,32.76,0.00,32.76
12308,"ORD0012308",350,125,20230722,8,52.23,0.15,417.84,62.68,355.16
12309,"ORD0012309",7994,63,20240129,3,143.87,0.00,431.61,0.00,431.61
12310,"ORD0012310",9125,286,20250225,4,67.54,0.00,270.16,0.00,270.16
12311,"ORD0012311",5549,937,20241126,1,7.27,0.00,7.27,0.00,7.27
12312,"ORD0012312",5159,310,20250527,1,371.04,0.10,371.04,37.10,333.94
12313,"ORD0012313",4843,802,20241214,3,608.31,0.05,1824.93,91.25,1733.68
12314,"ORD0012314",7260,223,20240311,8,76.96,0.10,615.68,61.57,554.11
12315,"ORD0012315",8315,955,20250731,1,934.25,0.00,934.25,0.00,934.25
12316,"ORD0012316",534,315,20240331,6,37.13,0.00,222.78,0.00,222.78
12317,"ORD0012317",6083,809,20240327,10,145.43,0.10,1454.30,145.43,1308.87
12318,"ORD0012318",2160,563,20240213,4,53.19,0.00,212.76,0.00,212.76
12319,"ORD0012319",4166,506,20240929,1,92.86,0.05,92.86,4.64,88.22
12320,"ORD0012320",8668,703,20241121,6,21.46,0.10,128.76,12.88,115.88
12321,"ORD0012321",792,558,20250719,3,1558.35,0.10,4675.05,467.51,4207.54
12322,"ORD0012322",8000,407,20250111,3,481.87,0.00,1445.61,0.00,1445.61
12323,"ORD0012323",7499,568,20240707,1,963.15,0.00,963.15,0.00,963.15
12324,"ORD0012324",420,983,20251114,2,194.30,0.00,388.60,0.00,388.60
12325,"ORD0012325",218,519,20240212,1,22.14,0.05,22.14,1.11,21.03
12326,"ORD0012326",6784,719,20230613,2,9.00,0.10,18.00,1.80,16.20
12327,"ORD0012327",1332,427,20230707,1,575.24,0.05,575.24,28.76,546.48
12328,"ORD0012328",8655,265,20230528,5,919.01,0.00,4595.05,0.00,4595.05
12329,"ORD0012329",3602,160,20240824,1,11.89,0.00,11.89,0.00,11.89
12330,"ORD0012330",6829,176,20240106,4,586.10,0.10,2344.40,234.44,2109.96
12331,"ORD0012331",1488,409,20230512,1,27.41,0.20,27.41,5.48,21.93
12332,"ORD0012332",6000,261,20230616,4,352.08,0.00,1408.32,0.00,1408.32
12333,"ORD0012333",1099,343,20240523,10,393.44,0.00,3934.40,0.00,3934.40
12334,"ORD0012334",9779,418,20250430,1,55.17,0.00,55.17,0.00,55.17
12335,"ORD0012335",1604,473,20250422,10,273.51,0.00,2735.10,0.00,2735.10
12336,"ORD0012336",7461,714,20250406,1,513.83,0.20,513.83,102.77,411.06
12337,"ORD0012337",6900,756,20231109,1,236.64,0.05,236.64,11.83,224.81
12338,"ORD0012338",1899,498,20230518,1,122.57,0.00,122.57,0.00,122.57
12339,"ORD0012339",4625,397,20240810,1,1379.13,0.00,1379.13,0.00,1379.13
12340,"ORD0012340",6194,838,20230724,5,185.81,0.00,929.05,0.00,929.05
12341,"ORD0012341",679,920,20241115,5,283.11,0.10,1415.55,141.56,1273.99
