"inventory_key","product_key","warehouse_key","inventory_date_key","stock_level","reorder_level","inventory_value","stock_risk_flag"
3633,94,6,20230101,234,75,34922.16,False
3634,94,6,20230606,217,75,32385.08,False
3635,94,6,20231109,205,75,30594.20,False
3636,94,6,20240414,162,75,24176.88,False
3637,94,6,20240917,164,75,24475.36,False
3638,94,6,20250221,201,75,29997.24,False
3639,94,6,20250727,202,75,30146.48,False
3640,94,6,20251231,228,75,34026.72,False
3641,648,5,20230101,133,100,1078.63,False
3642,648,5,20230606,91,100,738.01,True
3643,648,5,20231109,66,100,535.26,True
3644,648,5,20240414,44,100,356.84,True
3645,648,5,20240917,0,100,0.00,True
3646,648,5,20250221,82,100,665.02,True
3647,648,5,20250727,85,100,689.35,True
3648,648,5,20251231,0,100,0.00,True
3649,146,8,20230101,90,50,683.10,False
3650,146,8,20230606,118,50,895.62,False
3651,146,8,20231109,76,50,576.84,False
3652,146,8,20240414,73,50,554.07,False
3653,146,8,20240917,63,50,478.17,False
3654,146,8,20250221,35,50,265.65,True
3655,146,8,20250727,53,50,402.27,False
3656,146,8,20251231,51,50,387.09,False
3657,980,6,20230101,71,20,7284.60,False
3658,980,6,20230606,88,20,9028.80,False
3659,980,6,20231109,69,20,7079.40,False
3660,980,6,20240414,58,20,5950.80,False
3661,980,6,20240917,53,20,5437.80,False
3662,980,6,20250221,48,20,4924.80,False
3663,980,6,20250727,57,20,5848.20,False
3664,980,6,20251231,76,20,7797.60,False
3665,642,9,20230101,110,50,6607.70,False
3666,642,9,20230606,120,50,7208.40,False
3667,642,9,20231109,122,50,7328.54,False
3668,642,9,20240414,100,50,6007.00,False
3669,642,9,20240917,63,50,3784.41,False
3670,642,9,20250221,60,50,3604.20,False
3671,642,9,20250727,55,50,3303.85,False
3672,642,9,20251231,38,50,2282.66,True
3673,106,10,20230101,453,75,41290.95,False
3674,106,10,20230606,470,75,42840.50,False
3675,106,10,20231109,438,75,39923.70,False
3676,106,10,20240414,445,75,40561.75,False
3677,106,10,20240917,375,75,34181.25,False
3678,106,10,20250221,439,75,40014.85,False
3679,106,10,20250727,435,75,39650.25,False
3680,106,10,20251231,449,75,40926.35,False
3681,292,9,20230101,4,10,501.52,True
3682,292,9,20230606,9,10,1128.42,True
3683,292,9,20231109,7,10,877.66,True
3684,292,9,20240414,3,10,376.14,True
3685,292,9,20240917,8,10,1003.04,True
3686,292,9,20250221,2,10,250.76,True
3687,292,9,20250727,0,10,0.00,True
3688,292,9,20251231,2,10,250.76,True
3689,681,1,20230101,58,10,2315.36,False
3690,681,1,20230606,53,10,2115.76,False
3691,681,1,20231109,52,10,2075.84,False
3692,681,1,20240414,51,10,2035.92,False
3693,681,1,20240917,48,10,1916.16,False
3694,681,1,20250221,48,10,1916.16,False
3695,681,1,20250727,44,10,1756.48,False
3696,681,1,20251231,42,10,1676.64,False
3697,852,12,20230101,110,25,3998.50,False
3698,852,12,20230606,104,25,3780.40,False
3699,852,12,20231109,125,25,4543.75,False
3700,852,12,20240414,120,25,4362.00,False
3701,852,12,20240917,112,25,4071.20,False
3702,852,12,20250221,96,25,3489.60,False
3703,852,12,20250727,69,25,2508.15,False
3704,852,12,20251231,82,25,2980.70,False
3705,944,7,20230101,248,100,17794.00,False
3706,944,7,20230606,263,100,18870.25,False
3707,944,7,20231109,196,100,14063.00,False
3708,944,7,20240414,221,100,15856.75,False
3709,944,7,20240917,209,100,14995.75,False
3710,944,7,20250221,182,100,13058.50,False
3711,944,7,20250727,212,100,15211.00,False
3712,944,7,20251231,139,100,9973.25,False
3713,606,7,20230101,21,10,288.54,False
3714,606,7,20230606,22,10,302.28,False
3715,606,7,20231109,29,10,398.46,False
3716,606,7,20240414,25,10,343.50,False
3717,606,7,20240917,21,10,288.54,False
3718,606,7,20250221,19,10,261.06,False
3719,606,7,20250727,17,10,233.58,False
3720,606,7,20251231,13,10,178.62,False
3721,533,5,20230101,214,100,14515.62,False
3722,533,5,20230606,182,100,12345.06,False
3723,533,5,20231109,228,100,15465.24,False
3724,533,5,20240414,230,100,15600.90,False
3725,533,5,20240917,241,100,16347.03,False
3726,533,5,20250221,226,100,15329.58,False
3727,533,5,20250727,232,100,15736.56,False
3728,533,5,20251231,237,100,16075.71,False
3729,924,2,20230101,421,100,62825.83,False
3730,924,2,20230606,371,100,55364.33,False
3731,924,2,20231109,377,100,56259.71,False
3732,924,2,20240414,374,100,55812.02,False
3733,924,2,20240917,289,100,43127.47,False
3734,924,2,20250221,258,100,38501.34,False
3735,924,2,20250727,185,100,27607.55,False
3736,924,2,20251231,228,100,34024.44,False
3737,820,8,20230101,61,20,2566.27,False
3738,820,8,20230606,70,20,2944.90,False
3739,820,8,20231109,83,20,3491.81,False
3740,820,8,20240414,76,20,3197.32,False
3741,820,8,20240917,80,20,3365.60,False
3742,820,8,20250221,71,20,2986.97,False
3743,820,8,20250727,76,20,3197.32,False
3744,820,8,20251231,80,20,3365.60,False
3745,377,9,20230101,44,25,3410.88,False
3746,377,9,20230606,50,25,3876.00,False
3747,377,9,20231109,57,25,4418.64,False
3748,377,9,20240414,61,25,4728.72,False
3749,377,9,20240917,70,25,5426.40,False
3750,377,9,20250221,84,25,6511.68,False
3751,377,9,20250727,76,25,5891.52,False
3752,377,9,20251231,76,25,5891.52,False
3753,518,4,20230101,48,10,28704.96,False
3754,518,4,20230606,48,10,28704.96,False
3755,518,4,20231109,47,10,28106.94,False
3756,518,4,20240414,47,10,28106.94,False
3757,518,4,20240917,48,10,28704.96,False
3758,518,4,20250221,49,10,29302.98,False
3759,518,4,20250727,50,10,29901.00,False
3760,518,4,20251231,50,10,29901.00,False
3761,395,9,20230101,102,20,7201.20,False
3762,395,9,20230606,112,20,7907.20,False
3763,395,9,20231109,110,20,7766.00,False
3764,395,9,20240414,104,20,7342.40,False
3765,395,9,20240917,108,20,7624.80,False
3766,395,9,20250221,102,20,7201.20,False
3767,395,9,20250727,112,20,7907.20,False
3768,395,9,20251231,127,20,8966.20,False
3769,421,8,20230101,27,10,2908.17,False
3770,421,8,20230606,30,10,3231.30,False
3771,421,8,20231109,20,10,2154.20,False
3772,421,8,20240414,20,10,2154.20,False
3773,421,8,20240917,22,10,2369.62,False
3774,421,8,20250221,29,10,3123.59,False
3775,421,8,20250727,32,10,3446.72,False
3776,421,8,20251231,34,10,3662.14,False
3777,707,1,20230101,275,75,3528.25,False
3778,707,1,20230606,239,75,3066.37,False
3779,707,1,20231109,226,75,2899.58,False
3780,707,1,20240414,221,75,2835.43,False
3781,707,1,20240917,267,75,3425.61,False
3782,707,1,20250221,248,75,3181.84,False
3783,707,1,20250727,323,75,4144.09,False
3784,707,1,20251231,332,75,4259.56,False
3785,630,7,20230101,71,25,5422.27,False
3786,630,7,20230606,94,25,7178.78,False
3787,630,7,20231109,91,25,6949.67,False
3788,630,7,20240414,93,25,7102.41,False
3789,630,7,20240917,111,25,8477.07,False
3790,630,7,20250221,97,25,7407.89,False
3791,630,7,20250727,76,25,5804.12,False
3792,630,7,20251231,92,25,7026.04,False
3793,955,2,20230101,75,50,52508.25,False
3794,955,2,20230606,54,50,37805.94,False
3795,955,2,20231109,63,50,44106.93,False
3796,955,2,20240414,85,50,59509.35,False
3797,955,2,20240917,72,50,50407.92,False
3798,955,2,20250221,82,50,57409.02,False
3799,955,2,20250727,65,50,45507.15,False
3800,955,2,20251231,108,50,75611.88,False
3801,288,11,20230101,165,25,11944.35,False
3802,288,11,20230606,148,25,10713.72,False
3803,288,11,20231109,162,25,11727.18,False
3804,288,11,20240414,166,25,12016.74,False
3805,288,11,20240917,172,25,12451.08,False
3806,288,11,20250221,172,25,12451.08,False
3807,288,11,20250727,186,25,13464.54,False
3808,288,11,20251231,207,25,14984.73,False
3809,159,3,20230101,11,10,2094.29,False
3810,159,3,20230606,17,10,3236.63,False
3811,159,3,20231109,16,10,3046.24,False
3812,159,3,20240414,31,10,5902.09,False
3813,159,3,20240917,31,10,5902.09,False
3814,159,3,20250221,30,10,5711.70,False
3815,159,3,20250727,35,10,6663.65,False
3816,159,3,20251231,36,10,6854.04,False
3817,493,8,20230101,114,20,27516.18,False
3818,493,8,20230606,98,20,23654.26,False
3819,493,8,20231109,105,20,25343.85,False
3820,493,8,20240414,115,20,27757.55,False
3821,493,8,20240917,116,20,27998.92,False
3822,493,8,20250221,115,20,27757.55,False
3823,493,8,20250727,110,20,26550.70,False
3824,493,8,20251231,117,20,28240.29,False
3825,91,6,20230101,21,10,2939.16,False
3826,91,6,20230606,18,10,2519.28,False
3827,91,6,20231109,22,10,3079.12,False
3828,91,6,20240414,23,10,3219.08,False
3829,91,6,20240917,21,10,2939.16,False
3830,91,6,20250221,15,10,2099.40,False
3831,91,6,20250727,18,10,2519.28,False
3832,91,6,20251231,25,10,3499.00,False
3833,319,5,20230101,505,100,73108.85,False
3834,319,5,20230606,534,100,77307.18,False
3835,319,5,20231109,509,100,73687.93,False
3836,319,5,20240414,523,100,75714.71,False
3837,319,5,20240917,523,100,75714.71,False
3838,319,5,20250221,429,100,62106.33,False
3839,319,5,20250727,462,100,66883.74,False
3840,319,5,20251231,453,100,65580.81,False
3841,177,6,20230101,155,50,86032.75,False
3842,177,6,20230606,180,50,99909.00,False
3843,177,6,20231109,176,50,97688.80,False
3844,177,6,20240414,150,50,83257.50,False
3845,177,6,20240917,132,50,73266.60,False
3846,177,6,20250221,144,50,79927.20,False
3847,177,6,20250727,137,50,76041.85,False
3848,177,6,20251231,154,50,85477.70,False
3849,842,5,20230101,261,50,14537.70,False
3850,842,5,20230606,233,50,12978.10,False
3851,842,5,20231109,252,50,14036.40,False
3852,842,5,20240414,250,50,13925.00,False
3853,842,5,20240917,257,50,14314.90,False
3854,842,5,20250221,218,50,12142.60,False
3855,842,5,20250727,220,50,12254.00,False
3856,842,5,20251231,158,50,8800.60,False
3857,513,12,20230101,419,75,326907.99,False
3858,513,12,20230606,378,75,294919.38,False
3859,513,12,20231109,436,75,340171.56,False
3860,513,12,20240414,412,75,321446.52,False
3861,513,12,20240917,422,75,329248.62,False
3862,513,12,20250221,377,75,294139.17,False
3863,513,12,20250727,362,75,282436.02,False
3864,513,12,20251231,351,75,273853.71,False
3865,18,6,20230101,40,10,2511.20,False
3866,18,6,20230606,39,10,2448.42,False
3867,18,6,20231109,41,10,2573.98,False
3868,18,6,20240414,56,10,3515.68,False
3869,18,6,20240917,56,10,3515.68,False
3870,18,6,20250221,51,10,3201.78,False
3871,18,6,20250727,45,10,2825.10,False
3872,18,6,20251231,44,10,2762.32,False
3873,531,9,20230101,48,10,18664.32,False
3874,531,9,20230606,45,10,17497.80,False
3875,531,9,20231109,44,10,17108.96,False
3876,531,9,20240414,38,10,14775.92,False
3877,531,9,20240917,35,10,13609.40,False
3878,531,9,20250221,28,10,10887.52,False
3879,531,9,20250727,29,10,11276.36,False
3880,531,9,20251231,20,10,7776.80,False
3881,984,2,20230101,465,75,314172.60,False
3882,984,2,20230606,448,75,302686.72,False
3883,984,2,20231109,468,75,316199.52,False
3884,984,2,20240414,503,75,339846.92,False
3885,984,2,20240917,493,75,333090.52,False
3886,984,2,20250221,497,75,335793.08,False
3887,984,2,20250727,504,75,340522.56,False
3888,984,2,20251231,497,75,335793.08,False
3889,817,11,20230101,145,50,34330.20,False
3890,817,11,20230606,201,50,47588.76,False
3891,817,11,20231109,186,50,44037.36,False
3892,817,11,20240414,120,50,28411.20,False
3893,817,11,20240917,125,50,29595.00,False
3894,817,11,20250221,83,50,19651.08,False
3895,817,11,20250727,50,50,11838.00,False
3896,817,11,20251231,10,50,2367.60,True
3897,631,7,20230101,126,75,6756.12,False
3898,631,7,20230606,95,75,5093.90,False
3899,631,7,20231109,41,75,2198.42,True
3900,631,7,20240414,0,75,0.00,True
3901,631,7,20240917,0,75,0.00,True
3902,631,7,20250221,44,75,2359.28,True
3903,631,7,20250727,20,75,1072.40,True
3904,631,7,20251231,39,75,2091.18,True
3905,682,12,20230101,98,20,76885.90,False
3906,682,12,20230606,109,20,85515.95,False
3907,682,12,20231109,114,20,89438.70,False
3908,682,12,20240414,117,20,91792.35,False
3909,682,12,20240917,129,20,101206.95,False
3910,682,12,20250221,122,20,95715.10,False
3911,682,12,20250727,135,20,105914.25,False
3912,682,12,20251231,133,20,104345.15,False
3913,63,8,20230101,44,10,3564.88,False
3914,63,8,20230606,41,10,3321.82,False
3915,63,8,20231109,52,10,4213.04,False
3916,63,8,20240414,62,10,5023.24,False
3917,63,8,20240917,62,10,5023.24,False
3918,63,8,20250221,65,10,5266.30,False
3919,63,8,20250727,62,10,5023.24,False
3920,63,8,20251231,66,10,5347.32,False
3921,224,1,20230101,107,25,10155.37,False
3922,224,1,20230606,94,25,8921.54,False
3923,224,1,20231109,73,25,6928.43,False
3924,224,1,20240414,77,25,7308.07,False
3925,224,1,20240917,81,25,7687.71,False
3926,224,1,20250221,82,25,7782.62,False
3927,224,1,20250727,84,25,7972.44,False
3928,224,1,20251231,96,25,9111.36,False
3929,570,3,20230101,53,10,6019.74,False
3930,570,3,20230606,52,10,5906.16,False
3931,570,3,20231109,53,10,6019.74,False
3932,570,3,20240414,47,10,5338.26,False
3933,570,3,20240917,51,10,5792.58,False
3934,570,3,20250221,46,10,5224.68,False
3935,570,3,20250727,45,10,5111.10,False
3936,570,3,20251231,50,10,5679.00,False
3937,908,12,20230101,82,75,12111.40,False
3938,908,12,20230606,113,75,16690.10,False
3939,908,12,20231109,108,75,15951.60,False
3940,908,12,20240414,156,75,23041.20,False
3941,908,12,20240917,147,75,21711.90,False
3942,908,12,20250221,191,75,28210.70,False
3943,908,12,20250727,267,75,39435.90,False
3944,908,12,20251231,256,75,37811.20,False
3945,31,5,20230101,103,50,1316.34,False
3946,31,5,20230606,123,50,1571.94,False
3947,31,5,20231109,131,50,1674.18,False
3948,31,5,20240414,144,50,1840.32,False
3949,31,5,20240917,147,50,1878.66,False
3950,31,5,20250221,129,50,1648.62,False
3951,31,5,20250727,134,50,1712.52,False
3952,31,5,20251231,152,50,1942.56,False
3953,938,2,20230101,88,20,23296.24,False
3954,938,2,20230606,77,20,20384.21,False
3955,938,2,20231109,75,20,19854.75,False
3956,938,2,20240414,95,20,25149.35,False
3957,938,2,20240917,91,20,24090.43,False
3958,938,2,20250221,70,20,18531.10,False
3959,938,2,20250727,56,20,14824.88,False
3960,938,2,20251231,42,20,11118.66,False
3961,1000,4,20230101,81,20,2879.55,False
3962,1000,4,20230606,96,20,3412.80,False
3963,1000,4,20231109,78,20,2772.90,False
3964,1000,4,20240414,72,20,2559.60,False
3965,1000,4,20240917,87,20,3092.85,False
3966,1000,4,20250221,86,20,3057.30,False
3967,1000,4,20250727,94,20,3341.70,False
3968,1000,4,20251231,91,20,3235.05,False
3969,472,5,20230101,140,100,3081.40,False
3970,472,5,20230606,180,100,3961.80,False
3971,472,5,20231109,294,100,6470.94,False
3972,472,5,20240414,311,100,6845.11,False
3973,472,5,20240917,297,100,6536.97,False
3974,472,5,20250221,293,100,6448.93,False
3975,472,5,20250727,303,100,6669.03,False
3976,472,5,20251231,266,100,5854.66,False
3977,252,11,20230101,178,50,3285.88,False
3978,252,11,20230606,184,50,3396.64,False
3979,252,11,20231109,217,50,4005.82,False
3980,252,11,20240414,238,50,4393.48,False
3981,252,11,20240917,244,50,4504.24,False
3982,252,11,20250221,253,50,4670.38,False
3983,252,11,20250727,275,50,5076.50,False
3984,252,11,20251231,286,50,5279.56,False
3985,743,10,20230101,107,50,6576.22,False
3986,743,10,20230606,104,50,6391.84,False
3987,743,10,20231109,85,50,5224.10,False
3988,743,10,20240414,95,50,5838.70,False
3989,743,10,20240917,62,50,3810.52,False
3990,743,10,20250221,69,50,4240.74,False
3991,743,10,20250727,65,50,3994.90,False
3992,743,10,20251231,32,50,1966.72,True
3993,214,6,20230101,280,100,10231.20,False
3994,214,6,20230606,270,100,9865.80,False
3995,214,6,20231109,197,100,7198.38,False
3996,214,6,20240414,235,100,8586.90,False
3997,214,6,20240917,238,100,8696.52,False
3998,214,6,20250221,194,100,7088.76,False
3999,214,6,20250727,126,100,4604.04,False
4000,214,6,20251231,107,100,3909.78,False
4001,28,6,20230101,69,20,9764.19,False
4002,28,6,20230606,65,20,9198.15,False
4003,28,6,20231109,50,20,7075.50,False
4004,28,6,20240414,67,20,9481.17,False
4005,28,6,20240917,60,20,8490.60,False
4006,28,6,20250221,70,20,9905.70,False
4007,28,6,20250727,71,20,10047.21,False
4008,28,6,20251231,57,20,8066.07,False
4009,240,1,20230101,22,10,4183.96,False
4010,240,1,20230606,22,10,4183.96,False
4011,240,1,20231109,13,10,2472.34,False
4012,240,1,20240414,1,10,190.18,True
4013,240,1,20240917,10,10,1901.80,False
4014,240,1,20250221,10,10,1901.80,False
4015,240,1,20250727,17,10,3233.06,False
4016,240,1,20251231,18,10,3423.24,False
4017,537,4,20230101,165,100,24017.40,False
4018,537,4,20230606,157,100,22852.92,False
4019,537,4,20231109,254,100,36972.24,False
4020,537,4,20240414,231,100,33624.36,False
4021,537,4,20240917,279,100,40611.24,False
4022,537,4,20250221,200,100,29112.00,False
4023,537,4,20250727,299,100,43522.44,False
4024,537,4,20251231,291,100,42357.96,False
4025,925,11,20230101,178,50,7410.14,False
4026,925,11,20230606,106,50,4412.78,False
4027,925,11,20231109,102,50,4246.26,False
4028,925,11,20240414,134,50,5578.42,False
4029,925,11,20240917,168,50,6993.84,False
4030,925,11,20250221,183,50,7618.29,False
4031,925,11,20250727,195,50,8117.85,False
4032,925,11,20251231,217,50,9033.71,False
4033,692,3,20230101,215,50,70509.25,False
4034,692,3,20230606,217,50,71165.15,False
4035,692,3,20231109,254,50,83299.30,False
4036,692,3,20240414,239,50,78380.05,False
4037,692,3,20240917,237,50,77724.15,False
4038,692,3,20250221,276,50,90514.20,False
4039,692,3,20250727,317,50,103960.15,False
4040,692,3,20251231,339,50,111175.05,False
4041,66,5,20230101,28,10,120.68,False
4042,66,5,20230606,33,10,142.23,False
4043,66,5,20231109,27,10,116.37,False
4044,66,5,20240414,25,10,107.75,False
4045,66,5,20240917,16,10,68.96,False
4046,66,5,20250221,16,10,68.96,False
4047,66,5,20250727,11,10,47.41,False
4048,66,5,20251231,4,10,17.24,True
4049,844,11,20230101,60,20,51722.40,False
4050,844,11,20230606,70,20,60342.80,False
4051,844,11,20231109,62,20,53446.48,False
4052,844,11,20240414,71,20,61204.84,False
4053,844,11,20240917,60,20,51722.40,False
4054,844,11,20250221,67,20,57756.68,False
4055,844,11,20250727,69,20,59480.76,False
4056,844,11,20251231,69,20,59480.76,False
4057,974,6,20230101,152,50,32193.60,False
4058,974,6,20230606,172,50,36429.60,False
4059,974,6,20231109,169,50,35794.20,False
4060,974,6,20240414,153,50,32405.40,False
4061,974,6,20240917,177,50,37488.60,False
4062,974,6,20250221,200,50,42360.00,False
4063,974,6,20250727,199,50,42148.20,False
4064,974,6,20251231,221,50,46807.80,False
4065,310,11,20230101,99,50,25448.94,False
4066,310,11,20230606,91,50,23392.46,False
4067,310,11,20231109,83,50,21335.98,False
4068,310,11,20240414,65,50,16708.90,False
4069,310,11,20240917,54,50,13881.24,False
4070,310,11,20250221,61,50,15680.66,False
4071,310,11,20250727,113,50,29047.78,False
4072,310,11,20251231,75,50,19279.50,False
4073,599,4,20230101,36,10,2566.80,False
4074,599,4,20230606,33,10,2352.90,False
4075,599,4,20231109,18,10,1283.40,False
4076,599,4,20240414,17,10,1212.10,False
4077,599,4,20240917,19,10,1354.70,False
4078,599,4,20250221,17,10,1212.10,False
4079,599,4,20250727,5,10,356.50,True
4080,599,4,20251231,13,10,926.90,False
4081,240,2,20230101,16,10,3042.88,False
4082,240,2,20230606,23,10,4374.14,False
4083,240,2,20231109,19,10,3613.42,False
4084,240,2,20240414,4,10,760.72,True
4085,240,2,20240917,7,10,1331.26,True
4086,240,2,20250221,2,10,380.36,True
4087,240,2,20250727,0,10,0.00,True
4088,240,2,20251231,0,10,0.00,True
4089,574,8,20230101,37,20,20582.36,False
4090,574,8,20230606,36,20,20026.08,False
4091,574,8,20231109,50,20,27814.00,False
4092,574,8,20240414,71,20,39495.88,False
4093,574,8,20240917,68,20,37827.04,False
4094,574,8,20250221,77,20,42833.56,False
4095,574,8,20250727,73,20,40608.44,False
4096,574,8,20251231,80,20,44502.40,False
4097,688,12,20230101,57,25,351.69,False
4098,688,12,20230606,53,25,327.01,False
4099,688,12,20231109,44,25,271.48,False
4100,688,12,20240414,38,25,234.46,False
4101,688,12,20240917,42,25,259.14,False
4102,688,12,20250221,20,25,123.40,True
4103,688,12,20250727,23,25,141.91,True
4104,688,12,20251231,19,25,117.23,True
4105,312,3,20230101,72,50,21269.52,False
4106,312,3,20230606,50,50,14770.50,False
4107,312,3,20231109,65,50,19201.65,False
4108,312,3,20240414,59,50,17429.19,False
4109,312,3,20240917,72,50,21269.52,False
4110,312,3,20250221,94,50,27768.54,False
4111,312,3,20250727,111,50,32790.51,False
4112,312,3,20251231,109,50,32199.69,False
4113,540,8,20230101,118,25,17183.16,False
4114,540,8,20230606,103,25,14998.86,False
4115,540,8,20231109,112,25,16309.44,False
4116,540,8,20240414,109,25,15872.58,False
4117,540,8,20240917,114,25,16600.68,False
4118,540,8,20250221,108,25,15726.96,False
4119,540,8,20250727,110,25,16018.20,False
4120,540,8,20251231,94,25,13688.28,False
4121,641,8,20230101,53,10,3719.01,False
4122,641,8,20230606,51,10,3578.67,False
4123,641,8,20231109,51,10,3578.67,False
4124,641,8,20240414,59,10,4140.03,False
4125,641,8,20240917,67,10,4701.39,False
4126,641,8,20250221,68,10,4771.56,False
4127,641,8,20250727,63,10,4420.71,False
4128,641,8,20251231,61,10,4280.37,False
4129,325,10,20230101,20,10,2910.60,False
4130,325,10,20230606,13,10,1891.89,False
4131,325,10,20231109,12,10,1746.36,False
4132,325,10,20240414,0,10,0.00,True
4133,325,10,20240917,3,10,436.59,True
4134,325,10,20250221,0,10,0.00,True
4135,325,10,20250727,3,10,436.59,True
4136,325,10,20251231,14,10,2037.42,False
4137,126,3,20230101,195,75,20882.55,False
4138,126,3,20230606,196,75,20989.64,False
4139,126,3,20231109,194,75,20775.46,False
4140,126,3,20240414,231,75,24737.79,False
4141,126,3,20240917,216,75,23131.44,False
4142,126,3,20250221,232,75,24844.88,False
4143,126,3,20250727,251,75,26879.59,False
4144,126,3,20251231,246,75,26344.14,False
4145,442,2,20230101,308,100,88248.16,False
4146,442,2,20230606,233,100,66759.16,False
4147,442,2,20231109,233,100,66759.16,False
4148,442,2,20240414,223,100,63893.96,False
4149,442,2,20240917,62,100,17764.24,True
4150,442,2,20250221,64,100,18337.28,True
4151,442,2,20250727,181,100,51860.12,False
4152,442,2,20251231,143,100,40972.36,False
4153,840,12,20230101,75,100,8529.00,True
4154,840,12,20230606,158,100,17967.76,False
4155,840,12,20231109,229,100,26041.88,False
4156,840,12,20240414,177,100,20128.44,False
4157,840,12,20240917,175,100,19901.00,False
4158,840,12,20250221,126,100,14328.72,False
4159,840,12,20250727,104,100,11826.88,False
4160,840,12,20251231,193,100,21947.96,False
4161,245,3,20230101,198,100,16792.38,False
4162,245,3,20230606,165,100,13993.65,False
4163,245,3,20231109,136,100,11534.16,False
4164,245,3,20240414,145,100,12297.45,False
4165,245,3,20240917,188,100,15944.28,False
4166,245,3,20250221,179,100,15180.99,False
4167,245,3,20250727,183,100,15520.23,False
4168,245,3,20251231,238,100,20184.78,False
4169,921,6,20230101,53,10,1882.56,False
4170,921,6,20230606,51,10,1811.52,False
4171,921,6,20231109,57,10,2024.64,False
4172,921,6,20240414,55,10,1953.60,False
4173,921,6,20240917,53,10,1882.56,False
4174,921,6,20250221,54,10,1918.08,False
4175,921,6,20250727,52,10,1847.04,False
4176,921,6,20251231,43,10,1527.36,False
4177,734,7,20230101,380,100,66321.40,False
4178,734,7,20230606,373,100,65099.69,False
4179,734,7,20231109,287,100,50090.11,False
4180,734,7,20240414,267,100,46599.51,False
4181,734,7,20240917,230,100,40141.90,False
4182,734,7,20250221,217,100,37873.01,False
4183,734,7,20250727,216,100,37698.48,False
4184,734,7,20251231,240,100,41887.20,False
4185,470,9,20230101,48,50,17718.24,True
4186,470,9,20230606,69,50,25469.97,False
4187,470,9,20231109,65,50,23993.45,False
4188,470,9,20240414,81,50,29899.53,False
4189,470,9,20240917,89,50,32852.57,False
4190,470,9,20250221,93,50,34329.09,False
4191,470,9,20250727,87,50,32114.31,False
4192,470,9,20251231,92,50,33959.96,False
4193,337,12,20230101,106,25,2168.76,False
4194,337,12,20230606,109,25,2230.14,False
4195,337,12,20231109,106,25,2168.76,False
4196,337,12,20240414,90,25,1841.40,False
4197,337,12,20240917,119,25,2434.74,False
4198,337,12,20250221,118,25,2414.28,False
4199,337,12,20250727,123,25,2516.58,False
4200,337,12,20251231,122,25,2496.12,False
4201,879,9,20230101,103,20,911.55,False
4202,879,9,20230606,105,20,929.25,False
4203,879,9,20231109,92,20,814.20,False
4204,879,9,20240414,86,20,761.10,False
4205,879,9,20240917,91,20,805.35,False
4206,879,9,20250221,93,20,823.05,False
4207,879,9,20250727,95,20,840.75,False
4208,879,9,20251231,98,20,867.30,False
4209,181,7,20230101,419,100,63310.90,False
4210,181,7,20230606,434,100,65577.40,False
4211,181,7,20231109,404,100,61044.40,False
4212,181,7,20240414,384,100,58022.40,False
4213,181,7,20240917,387,100,58475.70,False
4214,181,7,20250221,322,100,48654.20,False
4215,181,7,20250727,295,100,44574.50,False
4216,181,7,20251231,200,100,30220.00,False
4217,531,2,20230101,36,10,13998.24,False
4218,531,2,20230606,43,10,16720.12,False
4219,531,2,20231109,43,10,16720.12,False
4220,531,2,20240414,35,10,13609.40,False
4221,531,2,20240917,25,10,9721.00,False
4222,531,2,20250221,25,10,9721.00,False
4223,531,2,20250727,18,10,6999.12,False
4224,531,2,20251231,21,10,8165.64,False
4225,651,8,20230101,127,50,89644.22,False
4226,651,8,20230606,131,50,92467.66,False
4227,651,8,20231109,132,50,93173.52,False
4228,651,8,20240414,113,50,79762.18,False
4229,651,8,20240917,104,50,73409.44,False
4230,651,8,20250221,63,50,44469.18,False
4231,651,8,20250727,78,50,55057.08,False
4232,651,8,20251231,85,50,59998.10,False
4233,38,8,20230101,174,50,5162.58,False
4234,38,8,20230606,171,50,5073.57,False
4235,38,8,20231109,155,50,4598.85,False
4236,38,8,20240414,147,50,4361.49,False
4237,38,8,20240917,123,50,3649.41,False
4238,38,8,20250221,107,50,3174.69,False
4239,38,8,20250727,123,50,3649.41,False
4240,38,8,20251231,142,50,4213.14,False
4241,184,10,20230101,75,50,2633.25,False
4242,184,10,20230606,63,50,2211.93,False
4243,184,10,20231109,53,50,1860.83,False
4244,184,10,20240414,86,50,3019.46,False
4245,184,10,20240917,110,50,3862.10,False
4246,184,10,20250221,128,50,4494.08,False
4247,184,10,20250727,151,50,5301.61,False
4248,184,10,20251231,155,50,5442.05,False
4249,473,8,20230101,150,50,26086.50,False
4250,473,8,20230606,158,50,27477.78,False
4251,473,8,20231109,135,50,23477.85,False
4252,473,8,20240414,149,50,25912.59,False
4253,473,8,20240917,153,50,26608.23,False
4254,473,8,20250221,140,50,24347.40,False
4255,473,8,20250727,122,50,21217.02,False
4256,473,8,20251231,96,50,16695.36,False
4257,907,10,20230101,46,10,13355.64,False
4258,907,10,20230606,50,10,14517.00,False
4259,907,10,20231109,45,10,13065.30,False
4260,907,10,20240414,48,10,13936.32,False
4261,907,10,20240917,47,10,13645.98,False
4262,907,10,20250221,49,10,14226.66,False
4263,907,10,20250727,50,10,14517.00,False
4264,907,10,20251231,56,10,16259.04,False
4265,686,1,20230101,19,20,6228.96,True
4266,686,1,20230606,11,20,3606.24,True
4267,686,1,20231109,17,20,5573.28,True
4268,686,1,20240414,23,20,7540.32,False
