"purchase_key","purchase_order_id","supplier_key","product_key","order_date_key","received_date_key","quantity","unit_cost","purchase_value","lead_time_days"
869,"PO000869",74,228,20250809,20250814,750,42.61,31957.50,5
870,"PO000870",13,635,20250504,20250521,750,73.39,55042.50,17
871,"PO000871",47,554,20250311,20250323,500,6.54,3270.00,12
872,"PO000872",14,608,20250925,20251006,150,58.65,8797.50,11
873,"PO000873",32,437,20230720,20230726,500,24.66,12330.00,6
874,"PO000874",108,234,20241021,20241110,150,229.48,34422.00,20
875,"PO000875",112,284,20230626,20230722,50,70.92,3546.00,26
876,"PO000876",38,601,20240727,20240729,300,742.89,222867.00,2
877,"PO000877",66,382,20230122,20230127,200,2.71,542.00,5
878,"PO000878",63,104,20250401,20250422,200,343.64,68728.00,21
879,"PO000879",40,789,20250818,20250905,200,1.31,262.00,18
880,"PO000880",14,599,20240603,20240610,200,72.26,14452.00,7
881,"PO000881",22,810,20230326,20230410,200,59.87,11974.00,15
882,"PO000882",89,387,20240327,20240412,150,63.48,9522.00,16
883,"PO000883",111,70,20240216,20240325,300,341.63,102489.00,38
884,"PO000884",80,92,20231021,20231028,750,45.91,34432.50,7
885,"PO000885",90,85,20230526,20230607,200,93.98,18796.00,12
886,"PO000886",106,175,20240422,20240518,150,95.99,14398.50,26
887,"PO000887",36,862,20240307,20240328,750,18.24,13680.00,21
888,"PO000888",18,697,20231121,20231215,750,249.64,187230.00,24
889,"PO000889",92,962,20250226,20250306,1000,108.99,108990.00,8
890,"PO000890",87,244,20250118,20250130,100,293.43,29343.00,12
891,"PO000891",108,116,20230704,20230721,100,884.16,88416.00,17
892,"PO000892",75,622,20231202,20231222,500,238.41,119205.00,20
893,"PO000893",45,78,20240728,20240802,150,753.46,113019.00,5
894,"PO000894",31,350,20241119,20241202,150,24.07,3610.50,13
895,"PO000895",37,357,20240305,20240326,200,385.95,77190.00,21
896,"PO000896",33,366,20251103,20251130,200,459.23,91846.00,27
897,"PO000897",54,543,20230114,20230212,100,13.78,1378.00,29
898,"PO000898",36,862,20230109,20230130,300,18.80,5640.00,21
899,"PO000899",50,361,20230908,20230928,750,5.22,3915.00,20
900,"PO000900",69,670,20241226,20250110,100,705.30,70530.00,15
901,"PO000901",66,342,20230314,20230318,500,234.55,117275.00,4
902,"PO000902",109,287,20250507,20250519,50,13.02,651.00,12
903,"PO000903",107,866,20250903,20251004,300,79.26,23778.00,31
904,"PO000904",106,175,20241129,20241221,150,94.51,14176.50,22
905,"PO000905",113,52,20231029,20231111,750,293.04,219780.00,13
906,"PO000906",43,76,20250308,20250315,200,14.96,2992.00,7
907,"PO000907",22,810,20241228,20250113,200,57.10,11420.00,16
908,"PO000908",89,226,20240229,20240325,1000,6.95,6950.00,25
909,"PO000909",94,742,20240116,20240206,200,47.89,9578.00,21
910,"PO000910",76,642,20230821,20230910,1000,57.20,57200.00,20
911,"PO000911",51,641,20251221,20251224,1000,71.36,71360.00,3
912,"PO000912",102,410,20230217,20230317,1000,154.11,154110.00,28
913,"PO000913",72,62,20230425,20230427,150,248.05,37207.50,2
914,"PO000914",73,585,20250104,20250129,150,125.72,18858.00,25
915,"PO000915",60,224,20250926,20251026,100,90.17,9017.00,30
916,"PO000916",109,492,20240629,20240709,200,66.99,13398.00,10
917,"PO000917",112,522,20230712,20230804,50,41.66,2083.00,23
918,"PO000918",32,401,20250430,20250508,300,72.77,21831.00,8
919,"PO000919",77,347,20251210,20251220,50,685.31,34265.50,10
920,"PO000920",109,794,20230905,20230916,1000,75.04,75040.00,11
921,"PO000921",17,273,20250104,20250122,1000,33.19,33190.00,18
922,"PO000922",12,748,20250725,20250812,50,15.30,765.00,18
923,"PO000923",34,762,20230309,20230324,750,185.38,139035.00,15
924,"PO000924",118,851,20250123,20250302,150,24.21,3631.50,38
925,"PO000925",47,82,20240129,20240208,200,26.16,5232.00,10
926,"PO000926",58,365,20240812,20240827,750,81.94,61455.00,15
927,"PO000927",66,434,20230829,20230904,300,32.97,9891.00,6
928,"PO000928",83,868,20250526,20250618,150,34.26,5139.00,23
929,"PO000929",76,454,20240104,20240124,200,4.35,870.00,20
930,"PO000930",28,478,20251226,20260122,100,4.19,419.00,27
931,"PO000931",2,145,20240205,20240228,1000,82.62,82620.00,23
932,"PO000932",90,85,20241005,20241019,300,99.05,29715.00,14
933,"PO000933",65,657,20240206,20240223,500,138.89,69445.00,17
934,"PO000934",26,980,20241219,20250105,100,101.12,10112.00,17
935,"PO000935",95,557,20240608,20240618,1000,5.59,5590.00,10
936,"PO000936",79,470,20250731,20250902,300,360.90,108270.00,33
937,"PO000937",115,624,20240810,20240822,1000,535.41,535410.00,12
938,"PO000938",76,843,20251006,20251030,750,29.42,22065.00,24
939,"PO000939",81,668,20251229,20260106,150,14.79,2218.50,8
940,"PO000940",119,489,20230505,20230507,200,28.18,5636.00,2
941,"PO000941",103,451,20250102,20250103,150,364.51,54676.50,1
942,"PO000942",31,650,20230922,20231003,500,26.33,13165.00,11
943,"PO000943",92,728,20240102,20240107,500,26.01,13005.00,5
944,"PO000944",10,212,20250129,20250207,300,63.48,19044.00,9
945,"PO000945",71,925,20240812,20240901,200,39.96,7992.00,20
946,"PO000946",120,205,20240817,20240829,150,127.23,19084.50,12
947,"PO000947",88,58,20230317,20230406,50,22.41,1120.50,20
948,"PO000948",103,940,20240630,20240707,50,653.72,32686.00,7
949,"PO000949",92,128,20240228,20240303,200,94.70,18940.00,4
950,"PO000950",111,307,20240523,20240705,150,799.40,119910.00,43
951,"PO000951",80,213,20250714,20250718,500,324.12,162060.00,4
952,"PO000952",95,69,20250124,20250207,750,38.07,28552.50,14
953,"PO000953",58,324,20230510,20230529,500,166.19,83095.00,19
954,"PO000954",22,837,20230216,20230303,200,19.37,3874.00,15
955,"PO000955",32,401,20240504,20240514,50,70.73,3536.50,10
956,"PO000956",73,445,20241207,20241227,1000,67.72,67720.00,20
957,"PO000957",77,347,20250402,20250413,1000,722.56,722560.00,11
958,"PO000958",109,794,20230221,20230311,200,73.72,14744.00,18
959,"PO000959",77,176,20251207,20251222,1000,283.93,283930.00,15
960,"PO000960",44,946,20240911,20241008,50,148.16,7408.00,27
961,"PO000961",8,323,20230216,20230219,200,42.80,8560.00,3
962,"PO000962",48,506,20240123,20240202,150,67.63,10144.50,10
963,"PO000963",40,789,20250813,20250907,200,1.37,274.00,25
964,"PO000964",119,477,20240113,20240114,150,13.01,1951.50,1
965,"PO000965",44,201,20241029,20241126,200,31.50,6300.00,28
966,"PO000966",72,471,20250902,20250904,150,196.63,29494.50,2
967,"PO000967",37,57,20251205,20251222,300,47.24,14172.00,17
968,"PO000968",37,715,20231208,20231223,1000,14.95,14950.00,15
969,"PO000969",16,304,20240811,20240822,300,283.64,85092.00,11
970,"PO000970",59,645,20241011,20241031,150,30.00,4500.00,20
971,"PO000971",1,170,20251219,20260108,500,207.72,103860.00,20
972,"PO000972",87,985,20250714,20250728,750,26.40,19800.00,14
973,"PO000973",18,611,20251225,20260116,150,288.57,43285.50,22
974,"PO000974",102,276,20250829,20250923,200,228.33,45666.00,25
975,"PO000975",42,497,20240322,20240422,200,3.07,614.00,31
976,"PO000976",63,203,20250526,20250622,100,315.97,31597.00,27
977,"PO000977",96,314,20241211,20241220,500,5.87,2935.00,9
978,"PO000978",106,759,20230717,20230809,300,46.80,14040.00,23
979,"PO000979",31,650,20231114,20231128,750,24.51,18382.50,14
980,"PO000980",103,311,20240302,20240311,750,118.66,88995.00,9
981,"PO000981",112,522,20250704,20250726,750,41.08,30810.00,22
982,"PO000982",78,707,20240418,20240507,500,12.21,6105.00,19
983,"PO000983",30,217,20231124,20231208,200,579.73,115946.00,14
984,"PO000984",33,620,20240831,20240923,300,19.27,5781.00,23
985,"PO000985",103,618,20230927,20231001,100,39.49,3949.00,4
986,"PO000986",16,45,20250111,20250123,750,75.78,56835.00,12
987,"PO000987",96,314,20250406,20250419,200,6.24,1248.00,13
988,"PO000988",47,596,20250406,20250417,500,134.33,67165.00,11
989,"PO000989",89,464,20230907,20230926,300,128.87,38661.00,19
990,"PO000990",103,263,20250725,20250730,100,21.00,2100.00,5
991,"PO000991",61,870,20231026,20231120,750,21.55,16162.50,25
992,"PO000992",54,360,20251125,20251228,100,291.30,29130.00,33
993,"PO000993",1,170,20250226,20250319,750,202.56,151920.00,21
994,"PO000994",101,615,20231022,20231107,100,32.06,3206.00,16
995,"PO000995",85,91,20231108,20231125,200,145.97,29194.00,17
996,"PO000996",101,133,20240607,20240628,50,89.62,4481.00,21
997,"PO000997",93,211,20241107,20241122,150,137.92,20688.00,15
998,"PO000998",13,635,20241011,20241024,300,75.54,22662.00,13
999,"PO000999",28,90,20240315,20240406,150,276.34,41451.00,22
1000,"PO001000",23,523,20230424,20230428,300,122.82,36846.00,4
1001,"PO001001",83,561,20230904,20230927,1000,435.79,435790.00,23
1002,"PO001002",103,555,20240303,20240308,50,18.05,902.50,5
1003,"PO001003",71,865,20240820,20240911,50,70.77,3538.50,22
1004,"PO001004",53,536,20230805,20230828,100,7.58,758.00,23
1005,"PO001005",7,915,20230523,20230612,500,32.20,16100.00,20
1006,"PO001006",55,39,20240103,20240125,500,47.84,23920.00,22
1007,"PO001007",77,442,20230105,20230112,200,282.01,56402.00,7
1008,"PO001008",106,278,20231117,20231210,150,17.27,2590.50,23
1009,"PO001009",7,565,20230114,20230207,750,201.71,151282.50,24
1010,"PO001010",24,592,20251030,20251116,1000,31.63,31630.00,17
1011,"PO001011",103,311,20240929,20241005,150,128.83,19324.50,6
1012,"PO001012",46,757,20231107,20231127,500,93.70,46850.00,20
1013,"PO001013",28,1,20240126,20240224,200,65.44,13088.00,29
1014,"PO001014",49,621,20250707,20250724,500,227.04,113520.00,17
1015,"PO001015",8,323,20231115,20231117,100,44.52,4452.00,2
1016,"PO001016",111,833,20230518,20230630,300,27.88,8364.00,43
1017,"PO001017",71,964,20240804,20240824,100,79.47,7947.00,20
1018,"PO001018",119,477,20251004,20251010,500,13.48,6740.00,6
1019,"PO001019",5,398,20251212,20251225,1000,92.35,92350.00,13
1020,"PO001020",48,399,20240604,20240620,1000,99.79,99790.00,16
1021,"PO001021",82,184,20251209,20260102,500,34.01,17005.00,24
1022,"PO001022",54,198,20250521,20250627,150,14.15,2122.50,37
1023,"PO001023",32,783,20230504,20230512,200,28.98,5796.00,8
1024,"PO001024",57,431,20240327,20240413,750,481.59,361192.50,17
1025,"PO001025",44,425,20241117,20241214,150,87.24,13086.00,27
1026,"PO001026",21,297,20240630,20240724,300,25.81,7743.00,24
1027,"PO001027",30,591,20230731,20230824,100,40.67,4067.00,24
1028,"PO001028",55,872,20250518,20250606,200,18.88,3776.00,19
1029,"PO001029",100,973,20230604,20230618,50,805.77,40288.50,14
1030,"PO001030",95,557,20240721,20240729,300,5.60,1680.00,8
1031,"PO001031",76,843,20250422,20250509,150,29.39,4408.50,17
1032,"PO001032",45,292,20240510,20240528,200,126.78,25356.00,18
1033,"PO001033",58,977,20251105,20251123,50,136.16,6808.00,18
1034,"PO001034",89,631,20240219,20240306,750,56.18,42135.00,16
1035,"PO001035",65,286,20240311,20240331,50,40.05,2002.50,20
1036,"PO001036",88,575,20250403,20250422,150,9.12,1368.00,19
1037,"PO001037",114,246,20250810,20250901,50,108.78,5439.00,22
1038,"PO001038",63,563,20241120,20241216,1000,41.96,41960.00,26
1039,"PO001039",75,517,20240328,20240419,1000,812.32,812320.00,22
1040,"PO001040",41,207,20241017,20241101,750,14.92,11190.00,15
1041,"PO001041",62,942,20240711,20240812,500,65.70,32850.00,32
1042,"PO001042",60,326,20230814,20230913,100,11.11,1111.00,30
1043,"PO001043",87,737,20250811,20250831,100,59.93,5993.00,20
1044,"PO001044",78,180,20250408,20250428,200,8.53,1706.00,20
1045,"PO001045",5,528,20230105,20230112,500,29.56,14780.00,7
1046,"PO001046",45,392,20250324,20250406,50,192.25,9612.50,13
1047,"PO001047",117,549,20230530,20230615,750,215.72,161790.00,16
1048,"PO001048",110,496,20250608,20250621,1000,52.61,52610.00,13
1049,"PO001049",97,124,20230411,20230429,750,144.85,108637.50,18
1050,"PO001050",60,502,20251004,20251102,500,225.70,112850.00,29
1051,"PO001051",37,285,20250906,20250925,500,2.05,1025.00,19
1052,"PO001052",18,859,20230504,20230530,200,607.79,121558.00,26
1053,"PO001053",14,644,20250203,20250206,100,277.66,27766.00,3
1054,"PO001054",49,621,20231129,20231219,500,235.56,117780.00,20
1055,"PO001055",28,37,20230330,20230426,150,153.07,22960.50,27
1056,"PO001056",108,609,20230704,20230724,150,48.22,7233.00,20
1057,"PO001057",50,227,20230327,20230416,200,76.65,15330.00,20
1058,"PO001058",8,256,20240503,20240504,200,94.16,18832.00,1
1059,"PO001059",76,616,20240102,20240123,200,61.43,12286.00,21
1060,"PO001060",22,221,20240522,20240606,750,17.30,12975.00,15
1061,"PO001061",111,833,20250508,20250619,500,29.44,14720.00,42
1062,"PO001062",40,339,20250721,20250808,150,167.36,25104.00,18
1063,"PO001063",14,159,20241018,20241024,150,191.28,28692.00,6
1064,"PO001064",29,905,20230401,20230409,300,11.65,3495.00,8
1065,"PO001065",120,711,20240729,20240813,1000,12.66,12660.00,15
1066,"PO001066",43,204,20240101,20240111,100,239.58,23958.00,10
1067,"PO001067",84,2,20251214,20260108,500,2.03,1015.00,25
1068,"PO001068",117,359,20240526,20240613,750,207.45,155587.50,18
1069,"PO001069",97,141,20240826,20240910,200,25.84,5168.00,15
1070,"PO001070",103,98,20230306,20230315,50,602.83,30141.50,9
1071,"PO001071",26,237,20251115,20251202,100,41.49,4149.00,17
1072,"PO001072",41,840,20250624,20250712,300,115.89,34767.00,18
1073,"PO001073",21,186,20230517,20230610,100,124.00,12400.00,24
1074,"PO001074",47,444,20230208,20230220,100,302.06,30206.00,12
1075,"PO001075",91,944,20240722,20240812,300,75.20,22560.00,21
1076,"PO001076",32,437,20250603,20250613,150,26.95,4042.50,10
1077,"PO001077",53,31,20241108,20241128,150,12.67,1900.50,20
1078,"PO001078",85,208,20250712,20250721,150,181.92,27288.00,9
1079,"PO001079",34,882,20251220,20260109,200,174.12,34824.00,20
1080,"PO001080",15,174,20250805,20250821,200,37.02,7404.00,16
1081,"PO001081",81,215,20230531,20230608,100,18.13,1813.00,8
1082,"PO001082",87,985,20250416,20250501,200,24.88,4976.00,15
1083,"PO001083",75,460,20230709,20230731,300,117.79,35337.00,22
1084,"PO001084",14,974,20230219,20230227,200,217.67,43534.00,8
1085,"PO001085",97,831,20250610,20250630,300,4.33,1299.00,20
1086,"PO001086",104,35,20251207,20251225,150,247.33,37099.50,18
1087,"PO001087",1,963,20231007,20231029,1000,543.36,543360.00,22
1088,"PO001088",44,683,20251008,20251107,50,249.62,12481.00,30
1089,"PO001089",20,424,20250521,20250522,150,19.04,2856.00,1
1090,"PO001090",80,125,20241202,20241206,1000,31.81,31810.00,4
1091,"PO001091",85,187,20231026,20231110,50,16.99,849.50,15
1092,"PO001092",1,38,20240424,20240520,750,29.70,22275.00,26
1093,"PO001093",85,875,20230103,20230121,300,79.32,23796.00,18
1094,"PO001094",117,341,20240822,20240906,200,719.31,143862.00,15
1095,"PO001095",109,407,20241127,20241203,300,257.50,77250.00,6
1096,"PO001096",5,528,20251224,20260105,750,29.50,22125.00,12
1097,"PO001097",15,56,20250302,20250311,200,651.32,130264.00,9
1098,"PO001098",48,456,20230421,20230508,500,113.60,56800.00,17
1099,"PO001099",47,913,20241124,20241207,300,83.26,24978.00,13
1100,"PO001100",54,658,20230308,20230410,200,56.83,11366.00,33
1101,"PO001101",42,265,20240521,20240621,100,512.69,51269.00,31
1102,"PO001102",82,184,20240718,20240816,200,34.44,6888.00,29
1103,"PO001103",104,880,20240103,20240124,500,56.85,28425.00,21
1104,"PO001104",38,156,20250822,20250824,50,26.31,1315.50,2
1105,"PO001105",56,571,20251210,20251211,100,158.92,15892.00,1
1106,"PO001106",73,495,20230618,20230709,100,512.98,51298.00,21
1107,"PO001107",114,909,20241209,20241223,500,74.17,37085.00,14
1108,"PO001108",101,173,20231025,20231115,500,358.55,179275.00,21
1109,"PO001109",5,957,20251218,20251231,100,88.06,8806.00,13
1110,"PO001110",93,884,20250529,20250617,50,10.13,506.50,19
1111,"PO001111",66,672,20251105,20251108,300,43.71,13113.00,3
1112,"PO001112",113,535,20231130,20231214,500,356.23,178115.00,14
1113,"PO001113",57,431,20240109,20240127,500,485.43,242715.00,18
1114,"PO001114",33,223,20230401,20230423,300,43.29,12987.00,22
1115,"PO001115",47,82,20251225,20260107,200,25.63,5126.00,13
1116,"PO001116",24,34,20240212,20240229,200,101.01,20202.00,17
1117,"PO001117",76,260,20230217,20230308,50,618.92,30946.00,19
1118,"PO001118",86,340,20241219,20241228,100,24.67,2467.00,9
1119,"PO001119",99,534,20250203,20250211,100,56.52,5652.00,8
1120,"PO001120",49,677,20230702,20230721,200,108.29,21658.00,19
1121,"PO001121",28,90,20250929,20251025,100,294.93,29493.00,26
1122,"PO001122",120,362,20251128,20251210,50,22.49,1124.50,12
1123,"PO001123",93,966,20231229,20240110,200,239.41,47882.00,12
1124,"PO001124",83,704,20240922,20241018,200,71.93,14386.00,26
1125,"PO001125",108,116,20250315,20250326,750,874.52,655890.00,11
1126,"PO001126",51,130,20230616,20230626,300,740.18,222054.00,10
1127,"PO001127",63,747,20250115,20250208,200,91.43,18286.00,24
1128,"PO001128",9,8,20250711,20250714,300,826.74,248022.00,3
1129,"PO001129",39,55,20240701,20240725,150,84.32,12648.00,24
1130,"PO001130",111,230,20251020,20251124,750,33.39,25042.50,35
1131,"PO001131",5,398,20241217,20250104,500,86.66,43330.00,18
1132,"PO001132",57,386,20251119,20251207,50,237.79,11889.50,18
1133,"PO001133",111,833,20251202,20260107,150,27.84,4176.00,36
1134,"PO001134",7,867,20230715,20230807,200,410.51,82102.00,23
1135,"PO001135",58,509,20241121,20241207,500,7.97,3985.00,16
1136,"PO001136",21,453,20231016,20231107,200,171.51,34302.00,22
1137,"PO001137",58,807,20230522,20230611,50,63.60,3180.00,20
1138,"PO001138",6,732,20240318,20240330,1000,741.83,741830.00,12
1139,"PO001139",2,950,20240809,20240830,750,12.73,9547.50,21
1140,"PO001140",63,656,20250124,20250216,750,46.53,34897.50,23
1141,"PO001141",93,966,20251024,20251111,300,240.40,72120.00,18
1142,"PO001142",62,695,20230318,20230417,750,40.09,30067.50,30
1143,"PO001143",40,73,20250810,20250831,50,123.26,6163.00,21
1144,"PO001144",114,850,20230430,20230512,750,36.22,27165.00,12
1145,"PO001145",60,353,20240703,20240730,50,69.78,3489.00,27
1146,"PO001146",99,127,20230525,20230604,1000,6.39,6390.00,10
1147,"PO001147",76,642,20230122,20230214,200,60.20,12040.00,23
1148,"PO001148",96,726,20231012,20231025,750,68.04,51030.00,13
1149,"PO001149",85,187,20250225,20250314,750,17.30,12975.00,17
1150,"PO001150",23,798,20250729,20250731,200,28.62,5724.00,2
1151,"PO001151",82,504,20230607,20230703,200,500.05,100010.00,26
1152,"PO001152",19,836,20230313,20230404,300,7.93,2379.00,22
1153,"PO001153",120,197,20240806,20240818,150,35.85,5377.50,12
1154,"PO001154",64,771,20240312,20240323,200,88.74,17748.00,11
1155,"PO001155",108,609,20250803,20250818,500,48.50,24250.00,15
1156,"PO001156",42,485,20230215,20230314,750,46.52,34890.00,27
1157,"PO001157",17,514,20240529,20240610,150,66.99,10048.50,12
1158,"PO001158",62,612,20240731,20240901,1000,109.71,109710.00,32
1159,"PO001159",80,92,20240717,20240722,50,46.28,2314.00,5
1160,"PO001160",97,124,20251122,20251211,100,137.68,13768.00,19
1161,"PO001161",77,179,20230118,20230126,100,33.39,3339.00,8
1162,"PO001162",24,1000,20250323,20250403,100,36.92,3692.00,11
1163,"PO001163",47,82,20240208,20240219,300,27.77,8331.00,11
1164,"PO001164",39,665,20230624,20230712,500,39.73,19865.00,18
1165,"PO001165",60,828,20250115,20250216,100,176.29,17629.00,32
1166,"PO001166",57,298,20230516,20230602,300,349.51,104853.00,17
1167,"PO001167",49,621,20250215,20250310,100,245.50,24550.00,23
1168,"PO001168",63,162,20230518,20230607,500,406.30,203150.00,20
1169,"PO001169",119,81,20240412,20240413,100,15.07,1507.00,1
1170,"PO001170",60,240,20250219,20250320,150,184.19,27628.50,29
1171,"PO001171",51,414,20241012,20241019,200,33.87,6774.00,7
1172,"PO001172",31,572,20231214,20231226,50,684.17,34208.50,12
1173,"PO001173",103,932,20230906,20230910,200,8.19,1638.00,4
1174,"PO001174",8,323,20231015,20231017,100,44.95,4495.00,2
1175,"PO001175",97,121,20230911,20231003,50,486.80,24340.00,22
1176,"PO001176",105,533,20250417,20250509,500,68.11,34055.00,22
1177,"PO001177",83,826,20240330,20240424,750,5.55,4162.50,25
1178,"PO001178",39,430,20230822,20230909,500,29.28,14640.00,18
1179,"PO001179",53,31,20250201,20250215,150,12.31,1846.50,14
1180,"PO001180",103,507,20230615,20230620,1000,363.70,363700.00,5
1181,"PO001181",11,659,20251226,20260127,150,203.23,30484.50,32
1182,"PO001182",114,850,20230612,20230703,300,36.22,10866.00,21
1183,"PO001183",31,541,20240830,20240911,300,23.78,7134.00,12
1184,"PO001184",7,915,20230306,20230326,200,32.73,6546.00,20
1185,"PO001185",14,329,20240717,20240723,150,181.58,27237.00,6
1186,"PO001186",2,443,20250522,20250614,1000,7.69,7690.00,23
1187,"PO001187",89,631,20251122,20251210,1000,56.09,56090.00,18
1188,"PO001188",46,785,20230422,20230507,1000,249.41,249410.00,15
1189,"PO001189",61,892,20250526,20250619,500,27.55,13775.00,24
1190,"PO001190",101,173,20250407,20250426,100,351.56,35156.00,19
1191,"PO001191",106,759,20251001,20251023,500,49.43,24715.00,22
1192,"PO001192",87,731,20250119,20250204,150,69.08,10362.00,16
1193,"PO001193",18,697,20241103,20241128,300,256.67,77001.00,25
1194,"PO001194",17,417,20241024,20241111,100,552.72,55272.00,18
1195,"PO001195",35,604,20250112,20250203,150,251.02,37653.00,22
1196,"PO001196",109,135,20230805,20230816,1000,156.73,156730.00,11
1197,"PO001197",50,709,20230527,20230614,1000,490.37,490370.00,18
1198,"PO001198",40,73,20240608,20240630,750,124.07,93052.50,22
1199,"PO001199",39,665,20240729,20240817,200,38.14,7628.00,19
1200,"PO001200",12,423,20250717,20250802,300,64.94,19482.00,16
1201,"PO001201",91,795,20231115,20231210,750,14.46,10845.00,25
1202,"PO001202",104,542,20230223,20230317,1000,28.67,28670.00,22
1203,"PO001203",99,782,20230102,20230112,100,415.51,41551.00,10
1204,"PO001204",9,369,20250417,20250428,100,195.05,19505.00,11
1205,"PO001205",98,181,20231121,20231203,750,153.66,115245.00,12
1206,"PO001206",102,858,20230311,20230403,1000,17.33,17330.00,23
1207,"PO001207",18,881,20251019,20251114,150,67.32,10098.00,26
1208,"PO001208",47,597,20251028,20251107,500,33.62,16810.00,10
1209,"PO001209",60,190,20231216,20240115,50,30.27,1513.50,30
1210,"PO001210",101,614,20251012,20251104,200,77.39,15478.00,23
1211,"PO001211",72,515,20240110,20240113,200,8.26,1652.00,3
1212,"PO001212",21,297,20251026,20251118,200,24.12,4824.00,23
1213,"PO001213",98,181,20231104,20231123,500,155.63,77815.00,19
1214,"PO001214",53,896,20250811,20250827,200,225.43,45086.00,16
1215,"PO001215",104,786,20240718,20240811,1000,181.53,181530.00,24
1216,"PO001216",57,225,20241119,20241209,100,90.85,9085.00,20
1217,"PO001217",48,456,20230114,20230124,150,110.99,16648.50,10
1218,"PO001218",4,117,20250208,20250313,50,9.90,495.00,33
1219,"PO001219",114,978,20250325,20250416,1000,149.96,149960.00,22
1220,"PO001220",85,338,20231208,20231223,150,111.38,16707.00,15
1221,"PO001221",85,187,20230112,20230127,1000,17.13,17130.00,15
1222,"PO001222",87,396,20250120,20250213,100,3.32,332.00,24
1223,"PO001223",88,766,20250825,20250914,150,102.20,15330.00,20
1224,"PO001224",51,641,20230831,20230902,500,67.39,33695.00,2
1225,"PO001225",38,601,20230527,20230528,1000,770.15,770150.00,1
1226,"PO001226",52,74,20250919,20251003,500,6.98,3490.00,14
1227,"PO001227",39,834,20231011,20231023,150,35.72,5358.00,12
1228,"PO001228",101,614,20241026,20241119,150,80.08,12012.00,24
1229,"PO001229",25,904,20250411,20250428,1000,17.57,17570.00,17
1230,"PO001230",41,473,20250930,20251018,50,167.19,8359.50,18
1231,"PO001231",84,2,20230713,20230807,50,1.97,98.50,25
1232,"PO001232",46,785,20250603,20250621,150,251.52,37728.00,18
1233,"PO001233",36,862,20231119,20231206,50,19.27,963.50,17
1234,"PO001234",14,974,20240908,20240913,200,210.03,42006.00,5
1235,"PO001235",41,897,20250428,20250517,750,7.35,5512.50,19
1236,"PO001236",93,705,20230723,20230807,750,146.90,110175.00,15
1237,"PO001237",11,390,20231022,20231117,750,119.36,89520.00,26
1238,"PO001238",11,824,20250524,20250622,1000,155.42,155420.00,29
1239,"PO001239",3,813,20241003,20241015,200,525.92,105184.00,12
1240,"PO001240",103,388,20231101,20231107,100,88.51,8851.00,6
1241,"PO001241",67,466,20250717,20250725,1000,347.79,347790.00,8
1242,"PO001242",42,265,20240908,20241013,500,555.67,277835.00,35
1243,"PO001243",50,709,20240705,20240718,100,466.00,46600.00,13
1244,"PO001244",55,703,20250920,20251008,750,10.89,8167.50,18
1245,"PO001245",107,675,20250506,20250602,750,60.62,45465.00,27
1246,"PO001246",30,911,20241020,20241116,500,49.21,24605.00,27
1247,"PO001247",21,688,20251108,20251127,1000,6.35,6350.00,19
1248,"PO001248",101,993,20230419,20230510,100,4.68,468.00,21
1249,"PO001249",82,719,20231127,20231226,150,5.93,889.50,29
1250,"PO001250",50,709,20250728,20250815,200,461.49,92298.00,18
1251,"PO001251",6,969,20240629,20240714,200,34.51,6902.00,15
1252,"PO001252",84,2,20250120,20250215,750,2.03,1522.50,26
1253,"PO001253",12,312,20250228,20250313,200,290.49,58098.00,13
1254,"PO001254",75,460,20240930,20241024,50,117.20,5860.00,24
1255,"PO001255",107,281,20251118,20251215,500,15.32,7660.00,27
1256,"PO001256",47,82,20230711,20230718,50,27.63,1381.50,7
1257,"PO001257",109,681,20230818,20230829,750,39.29,29467.50,11
1258,"PO001258",107,281,20240504,20240531,1000,14.98,14980.00,27
1259,"PO001259",60,190,20240214,20240313,1000,32.30,32300.00,28
1260,"PO001260",89,631,20241022,20241115,200,53.41,10682.00,24
1261,"PO001261",71,356,20230618,20230707,750,544.98,408735.00,19
1262,"PO001262",27,427,20250714,20250723,200,326.27,65254.00,9
1263,"PO001263",101,606,20250219,20250314,300,13.56,4068.00,23
1264,"PO001264",69,51,20240617,20240627,150,13.11,1966.50,10
1265,"PO001265",47,712,20240304,20240311,750,139.75,104812.50,7
1266,"PO001266",77,333,20240702,20240716,50,4.59,229.50,14
1267,"PO001267",69,670,20240820,20240827,1000,698.77,698770.00,7
1268,"PO001268",16,435,20250107,20250117,100,635.05,63505.00,10
1269,"PO001269",31,48,20230608,20230622,200,13.71,2742.00,14
1270,"PO001270",84,501,20251018,20251113,200,40.28,8056.00,26
1271,"PO001271",50,250,20240414,20240429,300,365.99,109797.00,15
1272,"PO001272",54,95,20240408,20240512,100,871.66,87166.00,34
1273,"PO001273",58,365,20250810,20250826,50,80.92,4046.00,16
1274,"PO001274",66,342,20230823,20230827,750,232.94,174705.00,4
1275,"PO001275",38,822,20240531,20240607,750,52.62,39465.00,7
1276,"PO001276",78,232,20230531,20230623,500,135.38,67690.00,23
1277,"PO001277",5,660,20240726,20240811,300,89.01,26703.00,16
1278,"PO001278",39,249,20241223,20250108,150,755.38,113307.00,16
1279,"PO001279",16,723,20231001,20231013,500,814.81,407405.00,12
1280,"PO001280",31,48,20240101,20240114,200,13.97,2794.00,13
1281,"PO001281",82,719,20250218,20250317,200,6.34,1268.00,27
